Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2015-05-07,KimKardashian,❤️💥🔥⚡️🗽🇺🇸🔑❤️ http://t.co/JdMZEQNwwL,29490,8452,0.0,0.0
2015-05-07,KimKardashian,@MolestMeKardash you are so smart! How did you know? YES! we took the best craziest pics. I hope they release more!,571,125,0.9403,0.9403
2015-05-07,KimKardashian,not this year. I'm pregnant so can't. i loved it though so maybe in a year or two. it was so hard on my hair though. https://t.co/FUpCTDmvLx,4135,718,-0.6475,-0.6475
2015-05-07,KimKardashian,haha! thank you!!! xxooxoxoox https://t.co/bdkQy40XsY,2808,466,0.7696,0.7696
2015-05-10,KimKardashian,Happy 50th Birthday @cosmopolitan So excited to be on the November cover with my family!!!!  📷 @francescocarrozzini http://t.co/8WN2K1DC3J,8165,2487,0.8395,0.8395
2015-05-10,KimKardashian,West coast!! A brand new #KUWTK is on right now!,1768,427,0.0,0.0
2015-05-10,KimKardashian,HOW I REALLY FEEL ABOUT BEING PREGNANT http://t.co/TK62yWa2Lz http://t.co/ensec3Ym1C,4195,1021,0.0,0.0
2015-05-10,KimKardashian,Can't wait to share this coral lip tutorial I did with @patrickta on my app! http://t.co/lRPj6gDfZh,5614,1143,-0.2914,-0.2914
2015-05-10,KimKardashian,"SAME DRESS, DIFFERENT COLOR http://t.co/8W3zij8w3E http://t.co/esyeZmQtH6",6964,1539,0.0,0.0
2015-05-11,KimKardashian,#BTS KENDALL’S BIRTHDAY PARTY https://t.co/dUlHF4Pkpb https://t.co/dkKCJLfGKq,6130,1296,0.5319,0.5319
2015-05-11,KimKardashian,Like father like son. Thank you so much @lorenridinger @jrridinger @amberridinger @duanemclaughlin for this chain!!! https://t.co/jQxqkIeRqn,5686,1531,0.8114,0.8114
2015-05-11,KimKardashian,⚫️⚪️ https://t.co/7ePtiqZwuQ,15041,4462,0.0,0.0
2015-05-11,KimKardashian,Happy Birthday @SimonHuck #NobuMalibu https://t.co/N0tQpDGOxL,4606,653,0.5719,0.5719
2015-05-11,KimKardashian,HBD 2my best friend &amp; mom! Now that I'm a mom I have realized how hard your job is &amp; no one does it better than you! https://t.co/t1r829Kvm1,14390,2203,0.8513,0.8513
2015-05-11,KimKardashian,#BTS BALMAIN FITTING https://t.co/cZlK0itoBD https://t.co/vxm190QOKM,2442,487,0.0,0.0
2015-05-11,KimKardashian,Ponyy Boyy https://t.co/xGiQWM0cdI https://t.co/f5ZfIWI3lV,2690,562,0.0,0.0
